"","INSTNM","CITY","STABBR","ZIP","CONTROL","ADM_RATE","SAT_AVG","TUITIONFEE_IN","TUITIONFEE_OUT","UGDS","REGION","DEP_INC_PCT_H2","MD_INC_WDRAW_2YR_TRANS_YR4_RT","IND_COMP_4YR_TRANS_YR4_RT","SD_EARN_WNE_P10","FEMALE_WDRAW_4YR_TRANS_YR6_RT","LO_INC_COMP_2YR_TRANS_YR3_RT","NOLOAN_COMP_ORIG_YR4_RT","OPENADMP","PELL_COMP_4YR_TRANS_YR3_RT","DEATH_YR2_RT","NOLOAN_UNKN_ORIG_YR2_RT","NOT1STGEN_WDRAW_ORIG_YR6_RT","HI_INC_YR8_N","CUML_DEBT_P90","C100_L4"
"5166","North Florida Cosmetology Institute Inc","Tallahassee","FL","32312",3,"NULL","NULL","NULL","NULL","131",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1443"
"5167","Florida Academy of Health & Beauty","Oakland Park","FL","33311",3,"NULL","NULL","NULL","NULL","34",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7143"
"5168","Augusta School of Massage","Evans","GA","30809",3,"NULL","NULL","NULL","NULL","40",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6667"
"5169","ATA College","Louisville","KY","40223",3,"NULL","NULL","11545","11545","289",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.4444"
"5170","SUM Bible College and Theological Seminary","El Dorado Hills","CA","95762",2,"NULL","NULL","9324","9324","512",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5171","Compass Career College","Hammond","LA","70403",3,"NULL","NULL","NULL","NULL","223",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2211"
"5172","Hair Expressions Academy","Rockville","MD","20852",3,"NULL","NULL","NULL","NULL","103",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.791"
"5173","Nuvo College of Cosmetology","Norton Shores","MI","49441",3,"NULL","NULL","NULL","NULL","61",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2692"
"5174","WellSpring School of Allied Health-Kansas City","Kansas City","MO","64114-3313",3,"NULL","NULL","NULL","NULL","176",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7258"
"5175","Hair Academy 110","Kirksville","MO","63501",3,"NULL","NULL","NULL","NULL","11",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0714"
"5176","Institute of Health & Technology","Hattiesburg","MS","39402",3,"NULL","NULL","NULL","NULL","124",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.9067"
"5177","The Salon Professional Academy-Fargo","Fargo","ND","58103",3,"NULL","NULL","NULL","NULL","103",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5714"
"5178","Institute of Professional Careers","Las Vegas","NV","89119",3,"NULL","NULL","NULL","NULL","9",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2941"
"5179","Aveda Institute-New York","New York","NY","10013",3,"NULL","NULL","NULL","NULL","203",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0"
"5180","MyrAngel Beauty Institute","San Lorenzo","PR","754",3,"NULL","NULL","NULL","NULL","209",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6711"
"5181","Tennessee Career Institute","Columbia","TN","38401",3,"NULL","NULL","NULL","NULL","52",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0943"
"5182","Texas Health School","Houston","TX","77079",3,"NULL","NULL","NULL","NULL","122",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6095"
"5183","Paul Mitchell the School-Logan","Logan","UT","84321",3,"NULL","NULL","NULL","NULL","107",7,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0588"
"5184","Careers Unlimited","Orem","UT","84058",3,"NULL","NULL","NULL","NULL","116",7,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5185","Mountainland Technical College","Lehi","UT","84043",1,"NULL","NULL","NULL","NULL","1144",7,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.32"
"5186","Avi Career Training","Great Falls","VA","22066",3,"NULL","NULL","NULL","NULL","6",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3158"
"5187","Mountain State School of Massage","Charleston","WV","25304",3,"NULL","NULL","NULL","NULL","30",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.8333"
"5188","Doane University-Graduate and Professional Studies","Lincoln","NE","68504",2,"NULL","NULL","10780","10780","592",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5189","Shorter University-College of Adult & Professional Programs","Rome","GA","30165",2,"0","NULL","9680","9680","113",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5190","The Art Institute of Indianapolis","Indianapolis","IN","46268",3,"NULL","NULL","14818","14818","536",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5191","Eastern International College-Belleville","Belleville","NJ","7109",3,"NULL","NULL","21225","21225","244",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5192","Broken Arrow Beauty College-Tulsa","Tulsa","OK","74133",3,"NULL","NULL","NULL","NULL","48",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5385"
"5193","Universal Technical Institute of Northern California Inc","Sacramento","CA","95834",3,"NULL","NULL","NULL","NULL","1310",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2617"
"5194","University of Phoenix-South Carolina","Columbia","SC","29223-5727",3,"NULL","NULL","NULL","NULL","38",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5195","Argosy University-The Art Institute of California-Inland Empire","San Bernardino","CA","92408-2800",3,"NULL","NULL","18742","18742","824",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5196","National American University-Zona Rosa","Kansas City","MO","64153-1934",3,"NULL","NULL","15000","15000","149",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5197","West Hills College-Lemoore","Lemoore","CA","93245",1,"NULL","NULL","1380","10860","3843",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1875"
"5198","Stautzenberger College-Brecksville","Brecksville","OH","44141",3,"NULL","NULL","12592","12592","385",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0"
"5199","Stone Academy-East Hartford","East Hartford","CT","6108",3,"NULL","NULL","NULL","NULL","417",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5152"
"5200","Unitech Training Academy-Houma","Houma","LA","70364",3,"NULL","NULL","NULL","NULL","63",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3649"
"5201","Miller-Motte Technical College-Madison","Madison","TN","37115",3,"NULL","NULL","10800","10800","30",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1064"
"5202","Rasmussen College-Illinois","Rockford","IL","61108-2513",3,"NULL","NULL","10935","10935","1671",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5203","International Institute for Restorative Practices","Bethlehem","PA","18018",2,"NULL","NULL","NULL","NULL","NULL",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5204","Educational Technical College-Recinto de Coamo","Coamo","PR","769",3,"NULL","NULL","NULL","NULL","159",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6975"
"5205","Educational Technical College-Recinto de san Sebastian","San Sebastian","PR","769",3,"NULL","NULL","NULL","NULL","105",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6349"
"5206","Argosy University-Denver","Denver","CO","80231",3,"NULL","NULL","13438","13438","216",7,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5207","CollegeAmerica-Colorado Springs","Colorado Springs","CO","80909",2,"NULL","NULL","16968","16968","206",7,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5208","CollegeAmerica-Fort Collins","Fort Collins","CO","80525",2,"NULL","NULL","16968","16968","126",7,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5209","Automotive Training Center-Warminster","Warminster","PA","18974",3,"NULL","NULL","NULL","NULL","285",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6343"
"5210","Empire Beauty School-Milwaukee","Milwaukee","WI","53221",3,"NULL","NULL","NULL","NULL","82",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0"
"5211","University of South Florida-St Petersburg","St. Petersburg","FL","33701-9807",1,"0.3993","1165","5821","16735","4162",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5212","Triangle Tech Inc-Bethlehem","Bethlehem","PA","18017",3,"NULL","NULL","16779","16779","115",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5306"
"5213","Arizona State University-Downtown Phoenix","Phoenix","AZ","85004",1,"0.7721","1165","10792","27372","8898",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5214","Milan Institute-Fresno","Fresno","CA","93704",3,"NULL","NULL","NULL","NULL","305",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1156"
"5215","Branford Hall Career Institute-Albany Campus","Albany","NY","12210",3,"NULL","NULL","NULL","NULL","140",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3817"
"5216","Harris School of Business-Linwood Campus","Linwood","NJ","8221",3,"NULL","NULL","NULL","NULL","208",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5628"
"5217","The Art Institute of Tennessee-Nashville","Nashville","TN","37214-3439",3,"NULL","NULL","17590","17590","395",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5218","Strayer University-Florida","Tampa","FL","33610",3,"NULL","NULL","13857","13857","1603",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5219","Pima Medical Institute-Renton","Renton","WA","98057",3,"NULL","NULL","NULL","NULL","688",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2715"
"5220","College of Business and Technology-Main Campus","Miami","FL","33144",3,"NULL","NULL","13052","13052","262",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.8392"
"5221","College of Business and Technology-Hialeah","Hialeah","FL","33012",3,"NULL","NULL","13052","13052","200",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.8523"
"5222","Platt College-Miller-Motte-Cary","Cary","NC","27518-7171",3,"NULL","NULL","11490","11490","257",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0411"
"5223","Miami-Jacobs Career College-Springboro","Springboro","OH","45066",3,"NULL","NULL","10785","10785","0",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.037"
"5224","Dewey University-Juana Diaz","Juana Diaz","PR","910",2,"NULL","NULL","7495","7495","131",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5225","Dewey University-Fajardo","Fajardo","PR","910",2,"NULL","NULL","7495","7495","71",9,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6145"
"5226","The College of Health Care Professions-San Antonio","San Antonio","TX","78229",3,"NULL","NULL","NULL","NULL","335",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6148"
"5227","Altierus Career Education-South Plainfield","South Plainfield","NJ","07080-1125",2,"NULL","NULL","NULL","NULL","207",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5122"
"5228","Brittany Beauty Academy","Bronx","NY","10458",3,"NULL","NULL","NULL","NULL","108",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6824"
"5229","Lincoln Technical Institute-Whitestone","Whitestone","NY","11357",3,"NULL","NULL","NULL","NULL","587",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5154"
"5230","American Public University System","Charles Town","WV","25414",3,"NULL","NULL","6880","6880","36097",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5231","Huntsville Bible College","Huntsville","AL","35811-1632",2,"NULL","NULL","4560","4560","118",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5232","Beaumont Adult School","Beaumont","CA","92223",1,"NULL","NULL","NULL","NULL","60",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6364"
"5233","Make-up Designory","Burbank","CA","91502-1322",3,"NULL","NULL","NULL","NULL","384",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.8787"
"5234","Gnomon","Hollywood","CA","90038",3,"0.5333","NULL","31380","31380","247",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5235","Coachella Valley Beauty College","La Quinta","CA","92253",3,"NULL","NULL","NULL","NULL","70",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3793"
"5236","Valley College of Medical Careers","West Hills","CA","91304",3,"NULL","NULL","NULL","NULL","85",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7119"
"5237","Academy of Natural Therapy Inc","Greeley","CO","80631-9441",3,"NULL","NULL","NULL","NULL","50",7,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7895"
"5238","Academy Di Capelli-School of Cosmetology","Wallingford","CT","6492",3,"NULL","NULL","NULL","NULL","84",1,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5897"
"5239","Delaware Learning Institute of Cosmetology","Dagsboro","DE","19939",3,"NULL","NULL","NULL","NULL","39",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3333"
"5240","Dragon Rises College of Oriental Medicine","Gainesville","FL","32601",2,"NULL","NULL","NULL","NULL","NULL",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5241","Palm Beach Academy of Health & Beauty","Lake Park","FL","33403",3,"NULL","NULL","NULL","NULL","117",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6786"
"5242","SABER College","Miami","FL","33134",2,"0.8639","NULL","NULL","NULL","342",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","0.8868"
"5243","Taylor College","Belleview","FL","34420",3,"NULL","NULL","10418","10418","166",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.8889"
"5244","Pensacola School of Massage Therapy & Health Careers","Pensacola","FL","32504",3,"NULL","NULL","NULL","NULL","81",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7"
"5245","Ideal Beauty Academy","Jeffersonville","IN","47130",3,"NULL","NULL","NULL","NULL","6",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.25"
"5246","Denmark College","Merrillville","IN","46410",3,"NULL","NULL","NULL","NULL","136",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2804"
"5247","Louisiana Culinary Institute","Baton Rouge","LA","70816",3,"0.4556","NULL","14575","14575","179",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","0.0833"
"5248","Bais Medrash Toras Chesed","Lakewood","NJ","8701",2,"0.5714","NULL","9500","9500","105",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5249","Center for Natural Wellness School of Massage Therapy","Albany","NY","12205",3,"0.4","NULL","NULL","NULL","69",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","0.75"
"5250","Ace Institute of Technology","New York","NY","10018",3,"NULL","NULL","NULL","NULL","215",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5251","New Age Training","New York","NY","10001-4034",3,"NULL","NULL","NULL","NULL","145",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.348"
"5252","Dayton School of Medical Massage","Dayton","OH","45429",3,"NULL","NULL","17120","17120","334",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.8598"
"5253","Northcoast Medical Training Academy","Kent","OH","44240",3,"NULL","NULL","NULL","NULL","224",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5806"
"5254","American Institute of Medical Technology","Tulsa","OK","74146",3,"NULL","NULL","NULL","NULL","102",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.6818"
"5255","Visible Music College","Memphis","TN","38103",2,"1","984","19500","19500","123",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5256","CCI Training Center-Arlington","Arlington","TX","76011",3,"NULL","NULL","NULL","NULL","198",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3966"
"5257","Champion Beauty College","Houston","TX","77068",3,"NULL","NULL","NULL","NULL","64",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.4545"
"5258","Southeast Texas Career Institute","Silsbee","TX","77656",3,"NULL","NULL","NULL","NULL","125",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2808"
"5259","Southwest Technical College","Cedar City","UT","84720",1,"NULL","NULL","NULL","NULL","294",7,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7"
"5260","Virginia Beach Theological Seminary","Virginia Beach","VA","23464-6847",2,"NULL","NULL","8210","8210","1",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5261","Academy of Cosmetology","Janesville","WI","53548-3307",3,"NULL","NULL","NULL","NULL","24",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3704"
"5262","Milwaukee Career College","Milwaukee","WI","53222",3,"0.7321","NULL","NULL","NULL","267",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","0.2791"
"5263","University of the West","Rosemead","CA","91770",2,"NULL","NULL","11940","11940","144",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5264","American College of Education","Indianapolis","IN","46204",3,"NULL","NULL","NULL","NULL","9",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5265","South University-Tampa","Tampa","FL","33614-7095",3,"NULL","NULL","17014","17014","543",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5266","Milan Institute of Cosmetology-San Antonio Military","San Antonio","TX","78221",3,"NULL","NULL","NULL","NULL","96",6,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1781"
"5267","Appalachian College of Pharmacy","Oakwood","VA","24631",2,"NULL","NULL","NULL","NULL","NULL",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5268","Averett University-Non-Traditional Programs","Danville","VA","24541",2,"0.56","NULL","10800","10800","344",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5269","Paul Mitchell the School-Tampa","Tampa","FL","33625",3,"NULL","NULL","NULL","NULL","237",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0"
"5270","Paul Mitchell the School-San Diego","San Diego","CA","92101",3,"NULL","NULL","NULL","NULL","245",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0303"
"5271","Paul Mitchell the School-Michigan","Sterling Heights","MI","48313",3,"NULL","NULL","NULL","NULL","194",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0"
"5272","Paul Mitchell the School-Sherman Oaks","Sherman Oaks","CA","91403",3,"NULL","NULL","NULL","NULL","295",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0"
"5273","Paul Mitchell the School-Mclean","McLean","VA","22102",3,"NULL","NULL","NULL","NULL","209",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0"
"5274","Miami-Jacobs Career College-Troy","Troy","OH","45373",3,"NULL","NULL","10980","10980","18",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.122"
"5275","Blue Cliff College-Houma","Houma","LA","70360",3,"NULL","NULL","NULL","NULL","246",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","0.2687"
"5276","Fortis College-Columbus","Westerville","OH","43081",3,"NULL","NULL","14994","14994","774",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2097"
"5277","Fortis College-Cincinnati","Cincinnati","OH","45246",3,"NULL","NULL","15124","15124","340",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3481"
"5278","Fortis Institute-Baltimore","Baltimore","MD","21244",3,"NULL","NULL","NULL","NULL","87",2,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1861"
"5279","The Art Institute of Charleston","Charleston","SC","29401",3,"NULL","NULL","17590","17590","316",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5280","Argosy University-The Art Institute of California-Sacramento","Sacramento","CA","95833",3,"NULL","NULL","18742","18742","418",8,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5281","Blue Cliff College-Fayetteville","Fayetteville","AR","72703",3,"NULL","NULL","NULL","NULL","228",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","0.1368"
"5282","Blue Cliff College-Alexandria","Alexandria","LA","71301",3,"NULL","NULL","NULL","NULL","535",5,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","0.1916"
